Time, Collision Type, Object Tag
0, Trigger, StartPoint
3.82, Trigger, Invisible
5.16, Trigger, VisualGhost
6.5, Trigger, Goal
11.4, Trigger, StartPoint
11.64, Trigger, Wall
31.06, Trigger, Mute
38.62, Trigger, Mute
39.9, Trigger, Wall
