Time, Collision Type, Object Tag
0, Trigger, StartPoint
9.82, Trigger, Wall
12.96, Trigger, Wall
13.16, Trigger, Wall
18.4, Trigger, Wall
19.94, Trigger, Wall
22.02, Trigger, Wall
24.96, Trigger, Wall
27.26, Trigger, Wall
33.18, Trigger, Goal
41.32, Trigger, StartPoint
41.34, Trigger, Wall
