Time, Collision Type, Object Tag
0, Trigger, StartPoint
3.76, Trigger, Wall
3.78, Trigger, Wall
5.36, Trigger, Wall
7.06, Trigger, Wall
8.22, Trigger, FalseGoal
13.36, Trigger, StartPoint
