Time, Collision Type, Object Tag
0, Trigger, StartPoint
3.34, Trigger, Wall
3.7, Trigger, Wall
9.02, Trigger, Wall
12.8, Trigger, Wall
14.76, Trigger, Wall
20.16, Trigger, Wall
20.76, Trigger, Wall
21.88, Trigger, Wall
23.76, Trigger, Wall
24.58, Trigger, Goal
32.8, Trigger, StartPoint
