Time, Collision Type, Object Tag
0, Trigger, StartPoint
7.5, Trigger, Wall
9.28, Trigger, Goal
12.18, Trigger, StartPoint
22.08, Trigger, Goal
27.7, Trigger, StartPoint
40.74, Trigger, Wall
45.12, Trigger, Wall
48.7, Trigger, Wall
50.18, Trigger, Wall
52.32, Trigger, Wall
55.48, Trigger, Wall
57.14, Trigger, Wall
58.98, Trigger, Wall
63.58, Trigger, Goal
68.78, Trigger, StartPoint
75.54, Trigger, Wall
76.04, Trigger, Wall
78.46, Trigger, Wall
80.92, Trigger, Goal
