Time, Collision Type, Object Tag
0, Trigger, StartPoint
2.5, Trigger, Wall
6.8, Trigger, Invisible
9.22, Trigger, Invisible
10.56, Trigger, VisualGhost
12.02, Trigger, Invisible
14.94, Trigger, VisualGhost
20.62, Trigger, Invisible
22, Trigger, Invisible
22.96, Trigger, Invisible
25.82, Trigger, Invisible
28.02, Trigger, Invisible
31.14, Trigger, Wall
31.22, Trigger, Wall
33.82, Trigger, Wall
33.86, Trigger, Wall
