Time, Collision Type, Object Tag
0, Trigger, StartPoint
15.32, Trigger, Wall
19.8, Trigger, Wall
22.36, Trigger, Wall
24.62, Trigger, Wall
26.46, Trigger, Wall
27.78, Trigger, Wall
