Time, Collision Type, Object Tag
0, Trigger, StartPoint
4.92, Trigger, AudioGhost
7, Trigger, Mute
14.3, Trigger, AudioGhost
19.3, Trigger, Mute
25.52, Trigger, Mute
29.2, Trigger, Mute
31.2, Trigger, Mute
45.24, Trigger, AudioGhost
46.56, Trigger, Goal
54.58, Trigger, StartPoint
54.6, Trigger, Wall
59.34, Trigger, Mute
62.4, Trigger, Mute
63.68, Trigger, Wall
68.5, Trigger, Goal
