Time, Collision Type, Object Tag
0, Trigger, StartPoint
4.16, Trigger, StartPoint
4.7, Trigger, Wall
5.64, Trigger, StartPoint
7.7, Trigger, StartPoint
14.32, Trigger, Wall
16.7, Trigger, StartPoint
17.26, Trigger, Wall
18.56, Trigger, StartPoint
