Time, Collision Type, Object Tag
0, Trigger, StartPoint
2.22, Trigger, Wall
5.94, Trigger, Wall
9.02, Trigger, Wall
10.72, Trigger, Wall
14.2, Trigger, Wall
14.2, Trigger, Wall
16.1, Trigger, Wall
16.1, Trigger, Wall
17.2, Trigger, Wall
17.22, Trigger, Wall
18.32, Trigger, Wall
19.34, Trigger, Wall
22.16, Trigger, Wall
26.36, Trigger, Wall
26.36, Trigger, Wall
29.28, Trigger, Wall
31.98, Trigger, Wall
34.04, Trigger, Wall
46.72, Trigger, Goal
