Time, Collision Type, Object Tag
0, Trigger, StartPoint
2.38, Trigger, Wall
5.86, Trigger, Wall
10.04, Trigger, Wall
11.7, Trigger, Wall
13.38, Trigger, Wall
15.4, Trigger, Wall
17.96, Trigger, Wall
