Time, Collision Type, Object Tag
0, Trigger, StartPoint
5.6, Trigger, Mute
7.8, Trigger, Mute
11.26, Trigger, Mute
22.42, Trigger, Wall
24.56, Trigger, Mute
144.26, Trigger, Mute
148.52, Trigger, AudioGhost
155.54, Trigger, AudioGhost
162.74, Trigger, Goal
