Time, Collision Type, Object Tag
0, Trigger, StartPoint
4.98, Trigger, Invisible
7.28, Trigger, VisualGhost
14.42, Trigger, Invisible
14.56, Trigger, Wall
15.24, Trigger, Wall
16.94, Trigger, Wall
19.48, Trigger, Wall
19.48, Trigger, Invisible
21.44, Trigger, Wall
23.12, Trigger, VisualGhost
25.62, Trigger, Wall
29.06, Trigger, Wall
29.96, Trigger, Goal
