Time, Collision Type, Object Tag
5.82, Trigger, Goal
8.66, Trigger, StartPoint
12.68, Trigger, Wall
19.32, Trigger, Goal
23.92, Trigger, StartPoint
33.1, Trigger, Goal
38.96, Trigger, StartPoint
44.44, Trigger, Wall
44.88, Trigger, Wall
