Time, Collision Type, Object Tag
0, Trigger, StartPoint
17.36, Trigger, Mute
19.92, Trigger, Mute
23.32, Trigger, Mute
29.42, Trigger, Mute
29.6, Trigger, Wall
34.04, Trigger, AudioGhost
39.5, Trigger, AudioGhost
41, Trigger, AudioGhost
49.5, Trigger, Goal
53, Trigger, StartPoint
